Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Արմավիր,Վաղարշապատ / Առատաշեն,գ. Առատաշենի Գ. Գրիգորյանի անվ. մ/դ,169,- չունի -,- չունի -,163,6,- չունի -,- չունի -
Շիրակ,Ախուրյան / Առափի,գ. Առափիի մ/դ,54,- չունի -,- չունի -,51,3,- չունի -,- չունի -
Կոտայք,Աբովյան / Առինջ,գ. Առինջի Կ.Ծառուկյանի անվ. մ/դ,315,7,1,292,14,1,- չունի -
Գեղարքունիք,Մարտունի / Աստղաձոր,գ. Աստղաձորի մ/դ,298,- չունի -,- չունի -,296,2,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Ավազան,գ. Ավազանի հմ/դ,15,- չունի -,- չունի -,15,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Ավան,գ. Ավանի Ա.Սերոբի անվ. մ/դ,53,- չունի -,- չունի -,53,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Ավշար,գ. Ավշարի մ/դ,190,1,- չունի -,181,8,- չունի -,- չունի -
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 1 մ/դ,189,1,- չունի -,188,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 2 մ/դ,183,- չունի -,- չունի -,183,- չունի -,- չունի -,- չունի -
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 1 մ/դ,92,- չունի -,- չունի -,90,2,- չունի -,- չունի -
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 2 մ/դ,56,- չունի -,- չունի -,55,1,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արագած,գ. Արագածի Մ.Մեխակյանի անվ. մ/դ,149,- չունի -,- չունի -,131,18,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Արագածոտն,գ. Արագածոտնի մ/դ,50,- չունի -,- չունի -,48,2,- չունի -,- չունի -
Կոտայք,Նաիրի / Արագյուղ,"գ. Արագյուղի ""Տիգրանակերտ կրթարան"" մ/դ",57,- չունի -,- չունի -,57,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Արազափ,գ. Արազափի Թ. Հուրյանի անվ. մ/դ,83,- չունի -,- չունի -,81,2,- չունի -,- չունի -
Արարատ,Արարատ / Արալեզ,գ. Արալեզի մ/դ,178,- չունի -,- չունի -,172,6,- չունի -,- չունի -
Կոտայք,Աբովյան / Արամուս,գ. Արամուսի Վ.Առաքելյանի անվ. մ/դ,266,2,- չունի -,256,8,- չունի -,- չունի -
Արագածոտն,Ապարան / Արայի,գ. Արայի հմ/դ,17,- չունի -,- չունի -,15,2,- չունի -,- չունի -
Սյունիք,Գորիս / Արավուս,գ. Արավուսի տ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 1 մ/դ,169,1,- չունի -,160,8,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 2 մ/դ,159,- չունի -,- չունի -,158,1,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 3 մ/դ,106,- չունի -,- չունի -,100,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Արաքսավան,գ. Արաքսավանի մ/դ,79,- չունի -,2,74,3,- չունի -,- չունի -
Արմավիր,Արմավիր / Արաքս,գ. Արաքսի Զ.Ավետիսյանի անվ. մ/դ,76,- չունի -,- չունի -,76,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արաքս,գ. Արաքսի մ/դ,86,- չունի -,- չունի -,86,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Արբաթ,գ. Արբաթի Հ.Զաքարյանի անվ. մ/դ,128,1,- չունի -,123,4,- չունի -,- չունի -
Արմավիր,Արմավիր / Արգավանդ,գ. Արգավանդի մ/դ,144,- չունի -,- չունի -,142,2,- չունի -,- չունի -
Արարատ,Մասիս / Արգավանդ,գ. Արգավանդի մ/դ,164,- չունի -,- չունի -,151,13,- չունի -,- չունի -
Կոտայք,Նաիրի / Արգել,գ. Արգելի Վ.Անանյանի անվ. մ/դ,189,1,- չունի -,173,15,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Արգինա,գ. Արգինայի մ/դ,42,- չունի -,- չունի -,42,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Արդենիս,գ. Արդենիսի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Արդվի,գ. Արդվու հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Արեգնադեմ,գ. Արեգնադեմի մ/դ,33,- չունի -,- չունի -,32,1,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Արեգունի,գ. Արեգունու մ/դ,19,- չունի -,- չունի -,19,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Արենի,գ. Արենիի մ/դ,141,- չունի -,- չունի -,134,7,- չունի -,- չունի -
Կոտայք,Հրազդան / Արզական,գ. Արզականի Խ.Խաչատրյանի անվ. մ/դ,152,1,- չունի -,140,11,- չունի -,- չունի -
Կոտայք,Աբովյան / Արզնի,գ. Արզնիի մ/դ,214,6,- չունի -,174,33,1,- չունի -
Վայոց Ձոր,Վայք / Արին,գ. Արինի մ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Արծնի,գ. Արծնիի մ/դ,41,- չունի -,- չունի -,41,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 2 հմ/դ,44,- չունի -,- չունի -,44,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 1 մ/դ,123,- չունի -,- չունի -,123,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Արծվանիկ,գ. Արծվանիկի մ/դ,41,- չունի -,- չունի -,40,1,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Արծվանիստ,գ. Արծվանիստի մ/դ,172,- չունի -,- չունի -,171,1,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Արճիս,գ. Արճիսի մ/դ,74,- չունի -,- չունի -,74,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Արմանիս,գ. Արմանիսի հմ/դ,13,- չունի -,- չունի -,13,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Արմաշ,գ. Արմաշի մ/դ,168,- չունի -,- չունի -,165,3,- չունի -,- չունի -
Արմավիր,Մեծամոր / Գ.Արմավիր,գ. Արմավիրի մ/դ,164,- չունի -,- չունի -,160,4,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արշալույս,գ. Արշալույսի Ս.Գրիգորյանի անվ. մ/դ,242,1,- չունի -,234,7,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Արուճ,գ. Արուճի մ/դ,71,- չունի -,- չունի -,64,7,- չունի -,- չունի -
Լոռի,Սպիտակ / Ղուրսալի,գ. Արջհովիտի մ/դ,14,- չունի -,- չունի -,12,2,- չունի -,- չունի -
Լոռի,Գուգարք / Արջուտ,գ. Արջուտի մ/դ,46,- չունի -,- չունի -,45,1,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Արտաբույնք,գ. Արտաբույնքի մ/դ,52,- չունի -,- չունի -,52,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Արտամետ,գ. Արտամետի Գուրգեն Մարգարյանի անվ. մ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Արտանիշ,գ. Արտանիշի մ/դ,44,- չունի -,- չունի -,41,3,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Արտաշատավան,գ. Արտաշավանի մ/դ,48,- չունի -,- չունի -,46,2,- չունի -,- չունի -
Կոտայք,Հրազդան / Արտավազ,գ. Արտավազի մ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Արտավան,գ. Արտավանի մ/դ,9,- չունի -,- չունի -,9,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Արտենի,գ. Արտենիի թիվ 1 մ/դ,104,- չունի -,- չունի -,101,3,- չունի -,- չունի -
Արագածոտն,Թալին / Արտենի,գ. Արտենիի հիմնական դպրոց,50,- չունի -,- չունի -,50,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արտիմետ,գ. Արտիմետի մ/դ,107,- չունի -,- չունի -,96,11,- չունի -,- չունի -
Շիրակ,Աշոցք / Արփենի,գ. Արփենիի մ/դ,17,- չունի -,- չունի -,17,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Արփի,գ. Արփիի Վ. Լևոնյանի անվան մ/դ,68,- չունի -,- չունի -,66,2,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Արփունք,գ. Արփունքի մ/դ,18,- չունի -,- չունի -,15,3,- չունի -,- չունի -
Արարատ,Մասիս / Արևաբույր,գ. Արևաբույրի Հ.Թադևոսյանի անվ. մ/դ,81,- չունի -,- չունի -,76,5,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Արևադաշտ,գ. Արևադաշտի մ/դ,32,- չունի -,- չունի -,32,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Արևածագ,գ. Արևածագի Կ․ Մելիքսեթյան անվ․ մ/դ,51,- չունի -,- չունի -,51,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արևաշատ,գ. Արևաշատի մ/դ,110,- չունի -,- չունի -,106,4,- չունի -,- չունի -
Լոռի,Սպիտակ / Արևաշող,գ. Արևաշողի մ/դ,152,- չունի -,- չունի -,152,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Արևիկ,գ. Արևիկի մ/դ,214,- չունի -,- չունի -,212,2,- չունի -,- չունի -
Շիրակ,Ախուրյան / Արևիկ,գ. Արևիկի մ/դ,117,- չունի -,- չունի -,117,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Արևիս,գ. Արևիսի հմ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Արևշատ,գ. Արևշատի մ/դ,116,- չունի -,- չունի -,107,9,- չունի -,- չունի -
Արագածոտն,Ապարան / Ափնագյուղ,գ. Ափնայի մ/դ,43,- չունի -,- չունի -,43,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Աքորի,գ. Աքորու մ/դ,134,- չունի -,- չունի -,134,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Բագարան,գ. Բագարանի մ/դ,43,- չունի -,- չունի -,43,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Բագրավան,գ. Բագրավանի մ/դ,46,- չունի -,- չունի -,46,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի թիվ 2 հմ/դ,56,- չունի -,- չունի -,54,2,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի Մ․ Մագուլյանի անվան թիվ 1 մ/դ,92,2,- չունի -,89,1,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Բազմաղբյուր,գ. Բազմաղբյուրի մ/դ,48,- չունի -,- չունի -,48,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Բազում,գ. Բազումի մ/դ,44,- չունի -,- չունի -,44,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Բալահովիտ,գ. Բալահովիտի Ի.Վիրաբյանի անվ. մ/դ,205,- չունի -,- չունի -,192,13,- չունի -,- չունի -
Սյունիք,Սիսիան / Բալաք,գ. Բալաքի տ/դ,1,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բաղանիս,գ. Բաղանիսի մ/դ,30,- չունի -,- չունի -,30,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Բաղրամյան,գ. Բաղրամյան մ/դ,54,- չունի -,- չունի -,51,3,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,172,- չունի -,- չունի -,168,4,- չունի -,- չունի -
Արարատ,Արտաշատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,245,1,- չունի -,239,5,- չունի -,- չունի -
Արմավիր,Արմավիր / Բամբակաշատ,գ. Բամբակաշատի մ/դ,195,- չունի -,- չունի -,188,7,- չունի -,- չունի -
Շիրակ,Ամասիա / Բանդիվան,գ. Բանդիվանի մ/դ,25,- չունի -,- չունի -,25,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Բավրա,գ. Բավրայի մ/դ,26,- չունի -,- չունի -,26,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բարեկամավան,գ. Բարեկամավանի մ/դ,6,- չունի -,- չունի -,3,3,- չունի -,- չունի -
Արարատ,Արտաշատ / Բարձրաշեն,գ. Բարձրաշենի մ/դ,115,1,- չունի -,108,6,- չունի -,- չունի -
Սյունիք,Գորիս / Բարձրավան,գ. Բարձրավանի մ/դ,9,- չունի -,- չունի -,6,3,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Բարձրունի,գ. Բարձրունու մ/դ,12,- չունի -,- չունի -,11,1,- չունի -,- չունի -
Շիրակ,Ախուրյան / Բենիամին,գ. Բենիամինի մ/դ,40,- չունի -,- չունի -,36,4,- չունի -,- չունի -
Շիրակ,Ամասիա / Բերդաշեն,գ. Բերդաշենի մ/դ,10,1,- չունի -,9,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բերդավան,գ. Բերդավանի մ/դ,177,- չունի -,- չունի -,173,4,- չունի -,- չունի -
Արարատ,Արտաշատ / Բերդիկ,գ. Բերդիկի մ/դ,47,- չունի -,- չունի -,46,1,- չունի -,- չունի -
Տավուշ,Իջևան / Բերքաբեր,գ. Բերքաբերի մ/դ,37,- չունի -,- չունի -,37,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Բերքաշատ,գ. Բերքաշատի մ/դ,38,- չունի -,- չունի -,38,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Բերքառատ,գ. Բերքառատի մ/դ,48,- չունի -,- չունի -,48,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Բլագոդարնոյե,գ. Բլագոդարնոյեի հմ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Բյուրական,գ. Բյուրականի Հ.Թումանյանի անվ. մ/դ,208,3,- չունի -,198,7,- չունի -,- չունի -
Շիրակ,Ամասիա / Բյուրակն,գ. Բյուրակնի մ/դ,33,- չունի -,- չունի -,33,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Բյուրավան,գ. Բյուրավանի մ/դ,68,- չունի -,- չունի -,60,8,- չունի -,- չունի -
Սյունիք,Սիսիան / Բնունիս,գ. Բնունիսի հմ/դ,7,- չունի -,- չունի -,6,1,- չունի -,- չունի -
Լոռի,Ստեփանավան / Բովաձոր,գ. Բովաձորի մ/դ,7,- չունի -,- չունի -,7,- չունի -,- չունի -,- չունի -
Կոտայք,Նաիրի / Բուժական,գ. Բուժականի մ/դ,78,- չունի -,- չունի -,71,7,- չունի -,- չունի -
Կոտայք,Հրազդան / Բջնի,գ. Բջնիի Հ.Թումանյանի անվ. մ/դ,203,1,- չունի -,196,6,- չունի -,- չունի -
Սյունիք,Սիսիան / Բռնակոթ,գ. Բռնակոթի մ/դ,95,- չունի -,- չունի -,92,3,- չունի -,- չունի -
Գեղարքունիք,Սևան / Գագարին,գ. Գագարինի մ/դ,109,- չունի -,- չունի -,106,3,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Գայ,գ. Գայի մ/դ,245,1,- չունի -,241,3,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի թիվ 1 մ/դ,91,- չունի -,- չունի -,86,5,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի հ․ 2 մ/դ,93,- չունի -,- չունի -,92,1,- չունի -,- չունի -
Տավուշ,Իջևան / Գանձաքար,գ. Գանձաքարի մ/դ,215,- չունի -,- չունի -,211,4,- չունի -,- չունի -
Արագածոտն,Թալին / Գառնահովիտ,գ. Գառնահովիտի մ/դ,6,- չունի -,- չունի -,6,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Գառնառիճ,գ. Գառնառիճի մ/դ,15,- չունի -,- չունի -,15,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գառնի Բանավան,գ. Գառնի Բանավանի հմ/դ,84,- չունի -,- չունի -,83,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Գառնի,գ. Գառնիի Ատոմի անվան հ. 2 ա/դ,132,- չունի -,- չունի -,130,2,- չունի -,- չունի -
Կոտայք,Աբովյան / Գառնի,գ. Գառնիի Ա․Հակոբյանի անվ․ թիվ 1 հմ/դ,381,- չունի -,- չունի -,364,17,- չունի -,- չունի -
Լոռի,Ստեփանավան / Գարգառ,գ. Գարգառի Վ.Բալայանի անվ. մ/դ,77,- չունի -,- չունի -,75,2,- չունի -,- չունի -
Կոտայք,Աբովյան / Գեղադիր,գ. Գեղադիրի մ/դ,43,- չունի -,- չունի -,42,1,- չունի -,- չունի -
Արագածոտն,Արագած / Գեղադիր,գ. Գեղադիրի Ռ․ Խաչատրյանի մ/դ,51,- չունի -,- չունի -,51,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Գեղակերտ,գ. Գեղակերտի մ/դ,149,- չունի -,- չունի -,141,8,- չունի -,- չունի -
Արագածոտն,Արագած / Գեղաձոր,գ. Գեղաձորի մ/դ,44,- չունի -,- չունի -,44,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Գեղամաբակ,գ. Գեղամաբակի հմ/դ,1,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Գեղամասար,գ. Գեղամասարի մ/դ,107,1,- չունի -,101,5,- չունի -,- չունի -
Գեղարքունիք,Սևան / Գեղամավան,գ. Գեղամավանի Ա.Աբրահամյանի անվ. մ/դ,72,1,- չունի -,70,1,- չունի -,- չունի -
Արարատ,Մասիս / Գեղանիստ,գ. Գեղանիստի մ/դ,219,1,1,207,10,- չունի -,- չունի -
Շիրակ,Արթիկ / Գեղանիստ,գ. Գեղանիստի մ/դ,73,- չունի -,- չունի -,71,2,- չունի -,- չունի -
Սյունիք,Կապան / Գեղանուշ,գ. Գեղանուշի մ/դ,25,- չունի -,- չունի -,25,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գեղաշեն,գ. Գեղաշենի մ/դ,375,1,1,361,12,- չունի -,- չունի -
Լոռի,Սպիտակ / Գեղասար,գ. Գեղասարի մ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գեղարդ,գ. Գեղարդի մ/դ,17,- չունի -,- չունի -,16,1,- չունի -,- չունի -
Արագածոտն,Արագած / Գեղարոտ,գ. Գեղարոտի մ/դ,22,- չունի -,- չունի -,22,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գեղարքունիք,գ. Գեղարքունիքի մ/դ,81,- չունի -,- չունի -,81,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Գեղի,գ. Գեղիի մ/դ,14,- չունի -,- չունի -,12,2,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի h. 2 մ/դ,173,- չունի -,1,171,- չունի -,1,- չունի -
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի հ․ 1 մ/դ,140,- չունի -,- չունի -,140,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Գետազատ,գ. Գետազատի մ/դ,118,- չունի -,- չունի -,109,9,- չունի -,- չունի -
Տավուշ,Իջևան / Գետահովիտ,գ. Գետահովիտի մ/դ,131,- չունի -,- չունի -,124,7,- չունի -,- չունի -
Կոտայք,Նաիրի / Գետամեջ,գ. Գետամեջի մ/դ,43,- չունի -,- չունի -,42,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Գետաշեն,գ. Գետաշենի մ/դ,121,1,- չունի -,119,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Գետարգել,գ. Գետարգելի հմ/դ,82,- չունի -,- չունի -,76,6,- չունի -,- չունի -
Շիրակ,Արթիկ / Գետափ,գ. Գետափի Գ. Արշակյանի անվան մ/դ,46,- չունի -,- չունի -,46,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Գետափ,գ. Գետափի հմ/դ,6,- չունի -,- չունի -,6,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Գետափ,գ. Գետափի մ/դ,106,- չունի -,- չունի -,98,8,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Գետիկ,գ. Գետիկի մ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Գետք,գ. Գետքի մ/դ,40,- չունի -,- չունի -,40,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Գլաձոր,գ. Գլաձորի մ/դ,109,- չունի -,- չունի -,103,6,- չունի -,- չունի -
Լոռի,Ստեփանավան / Գյուլագարակ,գ. Գյուլագարակի մ/դ,154,- չունի -,- չունի -,149,5,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Գնդևազ,գ. Գնդեվազի մ/դ,40,- չունի -,- չունի -,39,1,- չունի -,- չունի -
Լոռի,Սպիտակ / Գոգարան,գ. Գոգարանի մ/դ,56,- չունի -,- չունի -,56,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Գոգհովիտ,գ. Գոգհովիտի մ/դ,20,- չունի -,- չունի -,20,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Գողթանիկ,գ. Գողթանիկի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գողթ,գ. Գողթի մ/դ,157,- չունի -,- չունի -,153,4,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Գոմք,գ. Գոմքի մ/դ,19,- չունի -,- չունի -,18,1,- չունի -,- չունի -
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 1 մ/դ,40,- չունի -,- չունի -,39,1,- չունի -,- չունի -
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 2 հմ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Գոռավան,գ. Գոռավանի մ/դ,173,- չունի -,- չունի -,173,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Գորայք,գ. Գորայքի մ/դ,20,- չունի -,- չունի -,16,4,- չունի -,- չունի -
Լոռի,Վանաձոր / Գուգարք,գ. Գուգարքի Հ.Շիրազի անվ. մ/դ,123,- չունի -,- չունի -,112,11,- չունի -,- չունի -
Շիրակ,Անի / Գուսանագյուղ,գ. Գուսանագյուղի մ/դ,43,- չունի -,- չունի -,43,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Գտաշեն,գ. Գտաշենի մ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Գրիբոյեդով,գ. Գրիբոյեդովի Վ.Ռոստոմյանի անվ. մ/դ,104,2,- չունի -,94,8,- չունի -,- չունի -
